"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"2288656";"33";"330420";"USF BAIXADA DA OLARIA";"RUA HENRI ANTOINE GROUES ABBE PIERRE";"BAIXADA DA OLARIA";"-22.4727773806";"-44,4836640358"
"2288664";"33";"330420";"USF JARDIM PRIMAVERA";"RUA DOS PINTASSILGOS";"JARDIM PRIMAVERA";"-22.4768867148";"-44,5074015856"
"2288850";"33";"330420";"USF NOVO SURUBI";"RUA ARY GUIMARAES";"NOVO SURUBI";"-22.4737763";"-44,4407349"
"2288869";"33";"330420";"USF FAZENDA DA BARRA I";"RUA ISAAC POLITI";"FAZENDA DA BARRA I";"-22.4593208126";"-44,4137388468"
"2288877";"33";"330420";"SALAO COMUNITARIO DA JACUBA";"ESTRADA RESENDE JACUBA";"JACUBA";;
"2289008";"33";"330340";"USF DE LUMIAR";"RUA GUILHERME HENRIQUE SPITZ";"LUMIAR";"-22.3475557959";"-42,3259496037"
"2289016";"33";"330040";"USF COLONIA SANTO ANTONIO II";"RUA ESTRADA GOV CHAGAS FREITAS";"COLONIA";"-22.5452998505";"-44,1724419594"
"2289024";"33";"330040";"USF JORGE FONSECA RAMOS FLORIANO";"RUA MARTINS TOSTES";"FLORIANO";"-22.450297";"-44,302722"
"2289032";"33";"330040";"USF NOSSA SENHORA DE FATIMA BOCAININHA";"RUA GOVERNADOR CHAGAS FREITAS";"BOCAININHA";"-22.5452205793";"-44,1725277901"
"2289091";"33";"330040";"USF ISMAEL ALVES DE SOUZA VISTA ALEGRE";"RUA TREZE";"VISTA ALEGRE";"-22.5452998505";"-44,1725921631"
"2289113";"33";"330040";"SIRENE III USF NOVE DE ABRIL";"RUA ALVARO DO REGO MILLEN";"NOVE DE ABRIL";"-22.541878";"-44,114262"
"2289148";"33";"330040";"UNIDADE DE HANSENIASE";"RUA PINTO RIBEIRO";"CENTRO";"-22.5416533261";"-44,1729140282"
"2289415";"33";"330045";"USF JORGE TAYANO DIAS";"AVENIDA TENENTE ARMANDO LEAL GONCALVES";"SARGENTO RONCALLI";"-22.7639541412";"-43,3988285065"
"2289431";"33";"330045";"USF EDIR HENRIQUE GANDRA";"AVENIDA DA GLORIA";"NOVA AURORA";"-22.7197128";"-43,4024407"
"2289466";"33";"330045";"USF BELA VISTA";"ESTRADA DO BABI";"BELA VISTA";"-22.7119291";"-43,386916"
"2289482";"33";"330045";"USF VILAR NOVO";"AVENIDA SAO PAULO";"VILAR NOVO";"-22.7519384";"-43,3935795"
"2289504";"33";"330045";"USF RECANTUS ANTONIO FRANCISCO RIBEIRO";"RUA DOS ENGENHEIROS";"RECANTUS BABI";"-22.712869";"-43,3840521"
"2289512";"33";"330045";"USF CASEMIRO MEIRELLES";"RUA ALBERTO ROCHA";"CENTRO";"-22.767297979";"-43,4040212631"
"2289520";"33";"330045";"USF ANTONIO NUNES DA VEIGA";"ESTRADA DA PEDREIRA";"SHANGRILA";"-22.7639145687";"-43,3966398239"
"2289539";"33";"330045";"USF ONOFRE ANICETO";"RUA AXELIA";"NOVA PIAM";"-22.7453934";"-43,3980761"
"2289547";"33";"330045";"USF PROFESSORA JACIRA PINTO LEAL";"ESTRADA DOS MACACOS";"SAO FRANCISCO";"-22.7644290107";"-43,3985924721"
"2289555";"33";"330045";"USF AMERICO VESPUCIO V ROSA";"RUA CASTRO ALVES";"MARINGA";"-22.7166168";"-43,3511777"
"2289563";"33";"330045";"UNIDADE BASICA DE SAUDE ANTONIO NUNES DA VEIGA";"RUA ITAIACU";"FARRULA";;
"2289628";"33";"330045";"USF JOSE OSCAR LIMA SHANGRILA";"RUA NEIDA AFONSO";"SHANGRILA ROSA";"-22.7641520037";"-43,398463726"
"2289636";"33";"330045";"UNIDADE BASICA DE SAUDE DA FAMILIA BELA VISTA";"ESTRADA DO BABI";"BELA VISTA";;
"2289652";"33";"330045";"USF VILA PAULINE II";"ESTRADA DO CONDE";"VILA PAULINE";"-22.7632022611";"-43,3991289139"
"2289660";"33";"330045";"USF PARQUE AMORIM";"ALMIRANTE TAMANDARE";"PARQUE AMORIM";"-22.7637167058";"-43,3988499641"
"2289717";"33";"330080";"EAP MARUBAI";"CMU 004 ESTRADA AGUA BOA";"MARUBAI";"-22.5785104945";"-42,7684020996"
"2289725";"33";"330080";"UBS QUIZANGA";"EST QUIZANGA";"3 DISTRITO";;
"2289733";"33";"330080";"ESF VECCHI";"EST DO VECCHI";"3 DISTRITO";"-22.5309510136";"-42,755355835"
"2289741";"33";"330080";"ESF AGRO BRASIL";"RUA VITORIA REGIA";"AGRO BRASIL";"-22.6565121101";"-42,7493047714"
"2289776";"33";"330080";"PACS FARAO";"EST DO TABOADO";"FARAO";;
"2289806";"33";"330080";"ESF MARAPORA";"EST RIO FRIBURGO RJ 122 KM 23";"MARAPORA";"-22.5673354905";"-42,7962112427"
"2289962";"33";"330115";"UBS MARIA CANDIDA DE SOUZA";"RUA JOSE MIRANDA";"CATARINO";"-21.4870753289";"-41,609172821"
"2289989";"33";"330115";"UBS JOAO FRANCISCO DOS SANTOS";"SAO JOAQUIM";"2 DISTRITO";"-21.4794280089";"-41,4747190475"
"2290006";"33";"330115";"UBS GABRIEL BERNARDO DA SILVA";"RUA PRINCIPAL";"VALAO DOS PIRES";"-21.4674470656";"-41,5159606934"
"2290014";"33";"330115";"UBS GALDINO SILVA";"OUTEIRO";"2 DISTRITO";"-21.6018964569";"-41,4179849625"
"2290057";"33";"330115";"UMS JOAO JOSE PRIVATTI";"RUA ARTHUR PIROTTI";"CACHOEIRO";;
"2290197";"33";"330140";"ESF GUARACY ALVES SANTANA";"RUA ALVARO DAUMAS";"VILA NOVA";"-22.0819316417";"-41,8759024143"
"2290308";"33";"330190";"UBS ENGENHO VELHO";"RUA MANOEL LAURINDO";"ENGENHO VELHO";"-22.731875";"-42,811102"
"2290332";"33";"330210";"ESTRATEGIA DE SAUDE DA FAMILIA DE LARANJAIS";"RUA NILO PECANHA";"LARANJAIS";"-21.7626886535";"-42,1774323907"
"2290375";"33";"330210";"ESTRATEGIA DE SAUDE DA FAMILIA DE PORTELA";"RUA CORREIA DA ROCHA";"CENTRO";"-21.6715363116";"-42,07528406"
"2290405";"33";"330210";"ESTRATEGIA DE SAUDE DA FAMILIA DE ESTRADA NOVA";"RUA FRANCISCO FERREIRA PINTO";"CENTRO";"-21.807042";"-42,136102"
"2290537";"33";"330240";"UBS CATALUNYA EM MISSAO";"RUA ANTONIO BICHARA FILHO";"BOTAFOGO";;
"2290553";"33";"330240";"ESF AJUDA A";"RUA NOVE";"AJUDA";"-22.322255";"-41,756464"
"2290596";"33";"330245";"UBS CENTRO";"RUA FRANCISCO LOPES MARTINS";"CENTRO";"-21.984000392";"-42,2522377968"
"2290618";"33";"330245";"ESTRATEGIA DE SAUDE DA FAMILIA DA RETA";"RUA JOSE MALAQUIAS";"RETA";"-21.990009295";"-42,2578167915"
"2290634";"33";"330320";"POSTO DE SAUDE NOVO HORIZONTE";"RUA DR MARIO VALADARES";"NOVO HORIZONTE";"-22.8007212483";"-43,4084619814"
"2290642";"33";"330320";"POSTO MEDICO SANITARIO CABRAL";"RUA ROLDAO GONCALVES";"CABRAL";"-22.8065488";"-43,4315707"
"2290650";"33";"330320";"POSTO MEDICO SANITARIO NOVA OLINDA";"RUA AMADEU LARA";"OLINDA";"-22.8073116";"-43,407859"
"2290669";"33";"330320";"UNIDADE BASICA POSTO CHATUBA";"RUA MARQUES CANARIO";"CHATUBA";"-22.8170302";"-43,4315027"
"2290804";"33";"330320";"CIEP PROF STELLA DE QUEIROZ PINHEIRO";"RUA DR RUFINO G FERREIRA";"NOVA CIDADE";"-22.80147";"-43,41641"
"2290952";"33";"330370";"UBS LIBERDADE UNIDADE DR ANTONIO DIAS DA COSTA";"AVENIDA PAULO PEDRO DE LACERDA";"LIBERDADE";"-22.1719319";"-43,311306"
"2290960";"33";"330370";"UBS SARDOAL UNIDADE ABILIO GARCIA DA ROSA FILHO";"RUA NOBERTO JOSE DA SILVA LEAL";"SARDOAL";"-22.3319988";"-43,2759856"
"2290979";"33";"330370";"UBS WERNECK UNIDADE PEDRO ALVES DE SOUZA";"ESTRADA DE MATOZINHOS";"WERNECK";"-22.2404549";"-43,2877563"
"2291312";"33";"330470";"PSF 007";"ESTRADA PADUA PIRAPETINGA";"SEDE BOA NOVA";"-21.6345369055";"-42,270385623"
"2291339";"33";"330475";"UBS AURELIO PEREIRA PINTO";"ESTRADA DO AMONTADO";"AMONTADO";"-21.3479477339";"-41,0066239534"
"2291363";"33";"330475";"UBS BUENA";"ESTRADA DA INB";"BUENA";"-21.4058326053";"-41,0123635247"
"2291371";"33";"330475";"UBS TRAVESSAO DE BARRA";"AVENIDA GABRIEL PAIVA";"TRAVESSAO DE BARRA";"-21.3148287";"-41,022217"
"2291398";"33";"330475";"UBS PINGO DAGUA";"RUA PRINCIPAL";"PINGO D AGUA";"-21.4269571447";"-41,1881191753"
"2291401";"33";"330475";"UBS ARMINDA MARIA BARRETO";"RODOVIA AFONSO CELSO";"IMBURI DE CACIMBAS";"-21.4958336898";"-41,1809675331"
"2291436";"33";"330475";"UBS ESTREITO";"ESTRADA DO ESTREITO";"ESTREITO";"-21.5178291063";"-41,1451849043"
"2291444";"33";"330475";"UBS ADAO CARLOS DA SILVA";"RUA ALAIR FERREIRA";"SANTA CLARA";"-21.5162719379";"-41,0779331621"
"2291452";"33";"330475";"UBS EDMARA SOUZA DA SILVA";"RODOVIA SIMAO MANSUR";"BOM LUGAR";"-21.315423";"-41,021733"
"2291460";"33";"330475";"UBS FLORESTA";"RUA PROJETADA A";"FLORESTA";"-21.5122282605";"-41,0785151754"
"2291479";"33";"330475";"UBS SOSSEGO";"RUA ALAGOAS";"PRAIA DOS SONHOS";"-21.4992768";"-41,0725875"
"2291487";"33";"330475";"UBS RAPHAEL NOLASCO MOREIRA";"ESTRADA NOVA BELEM";"CARRAPATO";"-21.3980337539";"-41,1142706043"
"2291495";"33";"330475";"UBS DECIO MIRANDA MACEDO JUNIOR";"ESTRADA LAGOA FEIA";"MORRO DO BODE";"-21.317423";"-41,021833"
"2291509";"33";"330475";"UBS CAMPO NOVO DE CACIMBAS";"ESTRADA DE CAMPO NOVO";"CAMPO NOVO DE CACIMB";"-21.4765327045";"-41,1194014549"
"2291517";"33";"330475";"UBS BOA ESPERANCA DO SUL";"RUA BOA ESPERANCA";"BOA ESPERANCA DO SUL";"-21.4081836716";"-41,0472919177"
"2291541";"33";"330490";"USF GLADYS RODRIGUES RAMOS FREITAS";"ESTRADA DA SERRINHA";"SANTA IZABEL";"-22.860888";"-42,942333"
"2291568";"33";"330490";"USF CARLOS CHAGAS";"RUA EXPEDICIONARIO MANOEL CHAGAS";"FAZENDA DOS MINEIROS";"-22.780778";"-43,02725"
"2291584";"33";"330490";"USF ADAO PEREIRA NUNES";"AV EUGENIO BORGES";"ARSENAL TRIBOBO";;
"2291606";"33";"330490";"USF OSWALDO CRUZ";"RUA DOMINGOS DA COSTA";"AMENDOEIRA";"-22.830389";"-42,985806"
"2291614";"33";"330490";"USF ANA NERY";"RUA SILVIO VALLET";"GRADIM";"-22.822639";"-43,082139"
"2291630";"33";"330490";"USF LOUIS PASTEUR";"RUA ZILDA SILVARES";"GUAXINDIBA";"-22.778278";"-42,972528"
"2291657";"33";"330490";"USF TANCREDO NEVES";"RUA VITAL BRASIL";"LUIZ CACADOR";"-22.795972";"-43,016722"
"2291665";"33";"330490";"USF GETULIO VARGAS";"RUA MINAS GERAIS";"ROSANE";"-22.818556";"-43,057139"
"2291673";"33";"330490";"USF JOAO GOULART";"RUA DOS MARFINS";"JARDIM CATARINA";"-22.791994";"-42,990082"
"2291681";"33";"330490";"USF ROBERTO SILVEIRA";"RUA ITABAJARA";"VISTA ALEGRE";"-22.803175";"-42,965755"
"2291703";"33";"330490";"USF LUIZ CARLOS PRESTES";"RUA EXPEDICIONARIO JOAO FRANCO";"SANTA CATARINA";"-22.836944";"-43,064278"
"2291711";"33";"330490";"USF JOSE AVELINO SOUZA";"RUA JOSE FRANCISCO BATISTA RIOS";"TRIBOBO";"-22.85909";"-43,029665"
"2291738";"33";"330490";"USF LUIZ PAULO GUIMARAES";"RUA ARISTIDES LIMA";"LAGOA SECA";"-22.814954";"-42,986848"
"2291754";"33";"330490";"USF NEUZA GOULART BRIZOLA";"ESTRADA DAS PALMEIRAS";"PALMEIRAS";"-22.763028";"-43,005306"
"2291762";"33";"330490";"USF ALBERTO CONSTANTINO FARAH";"ESTRADA DA COVANCA";"MUTUAPIRA";"-22.803833";"-43,031111"
"2291770";"33";"330490";"USF ALBERT SABIN";"ESTRADA DE ITAOCA";"ITAOCA";"-22.775056";"-43,0555"
"2291800";"33";"330490";"USF WALLY FIGUEIRA DA SILVA";"ESTRADA DO MALAFAIA";"ROCHA";"-22.835";"-43,034111"
"2291819";"33";"330490";"USF IRMA DULCE";"RUA DOMINGOS DAMASCENO DUARTE";"TRINDADE";"-22.809778";"-43,016056"
"2291827";"33";"330490";"USF ALEXANDER FLEMING";"RUA ALFREDO BAHIENSE";"BOACU";"-22.804889";"-43,051889"
"2291835";"33";"330490";"USF MANOEL DE ABREU";"ESTRADA DA MEIA NOITE";"SACRAMENTO";"-22.845111";"-42,959306"
"2291843";"33";"330490";"USF MARECHAL CANDIDO RONDON";"RUA JOSE CUSTODIO SAMPAIO";"COLUBANDE";"-22.846139";"-43,012361"
"2291878";"33";"330490";"USF MAHATMA GANDHI";"RUA FRANCISCO BARBEIRO";"JARDIM CALIFORNIA";"-22.814641";"-43,04669"
"2291886";"33";"330490";"USF ARY TEIXEIRA";"RUA GENERAL SAVARI";"MARAMBAIA";"-22.794583";"-42,953361"
"2291894";"33";"330490";"USF BARBOSA LIMA SOBRINHO";"RUA ABILIO JOSE DE MATOS";"PORTO DA PEDRA";"-22.8185";"-43,07"
"2291908";"33";"330490";"UBS DR HAROLDO PEREIRA NUNES";"RUA CAPITAO JOAO MANOEL";"PORTO NOVO";"-22.825111";"-43,069111"
"2291924";"33";"330490";"USF BRASILANDIA";"RUA PAES LEME";"BRASILANDIA";"-22.823333";"-43,057306"
"2291932";"33";"330490";"USF NOVA CIDADE";"RUA PASTOR WALDEMAR ZARRO";"NOVA CIDADE";"-22.809826";"-43,021935"
"2291959";"33";"330490";"USF PACHECO";"RUA LAMEIRA BITENCOURT";"PACHECO";"-22.825111";"-42,975028"
"2291975";"33";"330490";"USF JARDIM CATARINA IX";"RUA ADELAIDE LIMA";"JARDIM CATARINA";"-22.816119";"-43,002659"
"2291991";"33";"330490";"USF TRINDADE";"RUA JUIZ DE FORA";"TRINDADE";"-22.812287";"-43,021056"
"2292009";"33";"330490";"USF ALTAIR DA SILVA";"RUA CORONEL FRANCISCO NUNES";"MUTUA";"-22.811301";"-43,041291"
"2292025";"33";"330490";"USF MADRE TERESA DE CALCUTA";"ESTRADA DO BOQUEIRAO PEQUENO";"ESTRELA DO NORTE";"-22.824";"-43,033139"
"2292238";"33";"330513";"ESTRATEGIA DA SAUDE DA FAMILIA ESF ANTONIO MORAES FILHO";"RUA JUCA NETO";"MORRO DO PINHAO";"-21.357713";"-41,941719"
"2292289";"33";"330530";"ESF VALAO DO BARRO";"RUA ALDO DA ROCHA FERREIRA";"CENTRO";"-21.8233572243";"-42,0847177505"
"2292327";"33";"330530";"ESF SAO SEBASTIAO DO ALTO";"RUA CRISTIANE DA SILVA";"SANTA IRENE";"-21.9511857042";"-42,1296072006"
"2292351";"33";"330570";"UNIDADE DE SAUDE DA FAMILIA CENTRO";"RUA DEZ DE JUNHO";"CENTRO";"-22.050394";"-42,675255"
"2292394";"33";"330580";"UNIDADE BASICA DE SAUDE DE PESSEGUEIROS";"ESTRADA RIO BAHIA";"PESSEGUEIROS";"-22.304884";"-42,936226"
"2292408";"33";"330580";"UNIDADE BASICA DE SAUDE DA FAMILIA DE FONTE SANTA";"ESTRADA FONTE SANTA";"FONTE SANTA";"-22.3953167046";"-42,94298172"
"2292467";"33";"330580";"UNIDADE BASICA DE SAUDE DA FAMILIA DE GRANJA GUARANI";"ALAMEDA MAUES";"GRANJA GUARANI";"-22.443218";"-42,984728"
"2292475";"33";"330580";"UNIDADE BASICA DE SAUDE DA FAMILIA DE ROSARIO";"RUA SAO PEDRO";"SAO PEDRO";"-22.4120402065";"-42,9659628868"
"2292483";"33";"330580";"UNIDADE BASICA DE SAUDE DE AGUA QUENTE";"ESTRADA RIO BAHIA";"AGUA QUENTE";;
"2292521";"33";"330600";"UBS CANTAGALO";"RUA IGLESIAS LOPES";"CANTAGALO";"-22.1149928";"-43,2226466"
"2292548";"33";"330600";"UBS BEMPOSTA";"PRACA GUILHERMINA GUINLE";"BEMPOSTA";"-22.143746";"-43,0965905"
"2292556";"33";"330600";"UBS PONTO AZUL";"ESTRADA DOS PILOES";"PONTO AZUL";"-22.124859914";"-43,1711832193"
"2292564";"33";"330600";"UBS MAE PRETA";"TV ALFREDO SOARES AZEVEDO";"VL ISABEL";"-22.1104449319";"-43,1977037328"
"2292610";"33";"330600";"UBS WERNECK MARINE";"AVENIDA ARTUR SEBASTIAO TOLEDO RIBAS";"CANTAGALO";"-22.1271100239";"-43,2319158616"
"2292688";"33";"330610";"ESF VARGINHA";"RUA G";"VARGINHA";"-22.2596132";"-43,7304855"
"2292734";"33";"330610";"CENTRO DE SAUDE DR ANGELO P BITTENCOURT";"RUA DOM RODOLFO PENA";"FATIMA";;
"2293005";"33";"330610";"UBS CORONEL CARDOSO";"RUA CEL CARDOSO";"CORONEL CARDOSO";;
"2292718";"33";"330610";"ESF BIQUINHA";"JOAQUIM GABRIEL";"BIQUINHA";"-22.2310748083";"-43,6840867996"
"2293102";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA JULIA PEREIRA DOS SANTOS";"ESTRADA DO DIQUE";"JD MARACANA";"-22.7309466648";"-43,6564493179"
"2293110";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA SANTA SOFIA";"RUA SANTA SOFIA";"STA SOFIA";"-22.7233961729";"-43,7371301651"
"2293129";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA SAO MIGUEL";"RUA GERCY P DA SILVA";"SAO MIGUEL";"-22.7126981048";"-43,7209510803"
"2293161";"33";"330555";"DIVISAO DE SAUDE DA UFRRJ";"BR 465";"UNIVERSIDADE RURAL";"-22.7690786875";"-43,688378334"
"2293188";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA MARIO SOARES DE OLIVEIRA";"RUA A";"COLETIVO";"-22.7551489696";"-43,7097287178"
"2293196";"33";"330555";"UNIDADE BASICA DE SAUDE JOSINO JOSE DE PAIVA";"EST DO CARRETAO";"CARRETAO";;
"2293218";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA PEDRO DE CARVALHO";"AVENIDA BENTO RODRIGUES NOIA";"MUTIRAO";"-22.7446018035";"-43,6879491806"
"2293226";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA ALCIDES TELLES DA CONCEICAO";"BR 465";"INCRA";"-22.77277853";"-43,6600112915"
"2293234";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA JOAQUIM RAIMUNDO FERREIRA KM 39";"RUA JOSE ELEOTERIO";"CAMPO LINDO";"-22.8233395789";"-43,6347770691"
"2293242";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA MANOEL MENDES KM 42";"RUA MANOEL MATOS";"VERA CRUZ";"-22.7940963";"-43,6517904"
"2293250";"33";"330555";"UNIDADE DE SAUDE DA FAMILIA MARIA ANTONIA DE BRITO";"EST DO CORTUME";"CANTO DO RIO";"-22.8599233099";"-43,6739802361"
"2293501";"33";"330150";"CENTRO DE SAUDE DE CORDEIRO";"RUA NACIB SIMAO";"RODOLFO CONCALVES";"-22.0336756256";"-42,3865842819"
"2293528";"33";"330150";"PSF CENTRO";"AVN PRESIDENTE VARGAS";"CENTRO";"-22.0262761739";"-42,3587322235"
"2293536";"33";"330150";"PSF MANANCIAL";"RUA PRINCIPAL";"MANANCIAL";"-22.029033";"-42,361499"
"2293552";"33";"330150";"PSF LAVRINHAS";"RUA ANTONIO GONCALVES RIBEIRO";"LAVRINHAS";"-22.008511934";"-42,3674333096"
"2293579";"33";"330150";"PSF RETIRO POETICO";"RUA 19";"RETIRO POETICO";"-22.0353961416";"-42,3811984062"
"2293722";"33";"330530";"ESF IPITUNA";"RUA ORQUIDEAS";"CENTRO";"-21.7670724644";"-41,9961512089"
"2293730";"33";"330600";"UBS TRIANGULO";"RUA SAO JOSE";"TRIANGULO";"-22.1172370375";"-43,1875036276"
"2293757";"33";"330600";"UBS MONTE CASTELO";"RUA TABAJARA";"MONTE CASTELO";"-22.087845702";"-43,2148593616"
"2293803";"33";"330600";"UBS MOURA BRASIL";"RUA PAULO SERGIO MENDES FERREIRA";"MOURA BRASIL";"-22.1280726317";"-43,1495885616"
"2294079";"33";"330130";"ESF LECIR PACHECO PEIXOTO";"RUA JOAO SOARES";"PROFESSOR SOUZA";"-22.4925434";"-42,1296555"
"2294095";"33";"330130";"ESF AUTOEPSOM DINIZ DE CARVALHO";"RUA WALDEMAR DE SOUZA DUARTE";"RIO DOURADO";"-22.28439";"-42,12099"
"2294184";"33";"330190";"USF DR ARISTEU DE OLIVEIRA PINTO USF SAO JOSE";"PRACA NUNO DUARTE";"SAO JOSE";"-22.83684";"-42,88235"
"2294192";"33";"330290";"UNIDADE DE SAUDE DA FAMILIA VILA SUISSA";"AVENIDA LAURITA";"VILA SUISSA";"-22.4432401241";"-43,4809684753"
"2294214";"33";"330290";"UNIDADE DE SAUDE DA FAMILIA VILA SELMA";"PRACA DOS TROPEIROS";"RETIRO DAS PALMEIRAS";"-22.4717710956";"-43,4797614813"
"2294230";"33";"330290";"UNIDADE DE SAUDE DA FAMILIA DO PANTANAL";"EST IZALTINO MOREIRA TELLES";"PANTANAL";"-22.4522437546";"-43,4901309013"
"2294257";"33";"330290";"UNIDADE DE SAUDE DA FAMILIA DE GOVERNADOR PORTELA";"RUA CORONEL JOAQUIM RIBEIRO DE AVELLAR";"GOVERNADOR PORTELA";"-22.4788942463";"-43,50055933"
"2294265";"33";"330310";"POSTO DE SAUDE POPULAR NOVA PSF";"AV TANCREDO LOPES";"POPULAR NOVA";"-21.0478169039";"-41,9609069824"
"2294281";"33";"330370";"UBS BELA VISTA UNIDADE MARIA ELISA ALMEIDA COELHO";"RUA BRENO NAZARIO TEIXEIRA";"BELA VISTA";"-22.1748953";"-43,2997195"
"2294494";"33";"330395";"UNIDADE DE SAUDE DA FAMILIA AREA RURAL";"RODOVIA BENJAMIN CONSTANT";"ZONA RURAL";"-22.5828891053";"-44,0182685852"
"2294648";"33";"330480";"ESF CENTRO CIMARLEI LEITE DA CRUZ";"AV SETE DE SEMTEMBRO";"CENTRO";"-21.6480721757";"-41,7506110668"
"2294702";"33";"330480";"ESF PUREZA SALVADOR DA SILVA ABREU";"TRAVESSA FRANCISCO LOUREIRO";"PUREZA";"-21.5931977436";"-41,840057373"
"2294745";"33";"330480";"ESF IPUCA JOSE DE ABREU";"RUA ALSALGA TITO DE AZEVEDO";"NOVA DIVINEIA";"-21.6383216235";"-41,7327475548"
"2294753";"33";"330480";"ESF VILA DOS COROADOS AUGUSTO JOSE DE ANDRADE";"EMIDIO MAIA SANTOS";"VILA DOS COROADOS";"-21.6371049397";"-41,7636466026"
"2294796";"33";"330480";"UBS USINA DE PUREZA JOSE R BARBOSA";"USINA PUREZA";"USINA PUREZA";"-21.5947140707";"-41,8452072144"
"2294842";"33";"330480";"ESF COLONIA MANOEL GOUDARD SO NE LOBO";"PRACA SAO JOAO BATISTA";"COLONIA";"-21.6762530775";"-41,8892598152"
"2294877";"33";"330540";"UNIDADE DE SAUDE DA FAMILIA ANTA";"RODOVIA LUCIO MEIRA BR 393";"ANTA";"-22.0361171608";"-42,9881635308"
"2294885";"33";"330575";"UNIDADE DE SAUDE DA FAMILIA BANDEIRANTES II";"AVENIDA DO AREAL";"BANDEIRANTES II";"-22.734737";"-42,751206"
"2294893";"33";"330575";"UNIDADE DE SAUDE DA FAMILIA PINHAO";"RUA JOBEL JOSE CARDOSO";"PINHAO";"-22.7392144305";"-42,7313193809"
"2294915";"33";"330600";"UBS PORTAO VERMELHO";"RUA BENJAMIM CONSTANT";"PORTAO VERMELHO";"-22.1074247791";"-43,2116820346"
"2294931";"33";"330615";"UNIDADE DE PSF III";"PRACA AMELIA VARGAS DE OLIVEIRA";"CENTRO";"-20.9291204311";"-41,8676546216"
"2294958";"33";"330615";"UNIDADE PSF II";"FAZ JACUTINGA";"ZONA RURAL";"-20.9315145";"-41,8695342"
"2294966";"33";"330615";"UNIDADE PSF I";"SANTA RITA DO PRATA";"ZONA RURAL";"-20.8576187308";"-41,7432323098"
"2295032";"33";"330455";"SMS CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31";"RUA JOAQUIM GOMES";"RAMOS";"-22.851928";"-43,251818"
"2295237";"33";"330455";"SMS CF JOAO BATISTA CHAGAS AP 53";"RUA PITOMBEIRAS";"PACIENCIA";"-22.92681";"-43,63507"
"2295350";"33";"330455";"SINDICATO EMPREG VEND VIAJ PRACISTAS";"AV PRES VARGAS";"CENTRO";;
"2295458";"33";"330015";"ESTRATEGIA SAUDE DA FAMILIA PALMEIRAS";"RUA CARLOS EDUARDO BOECHAT";"PALMEIRAS";"-21.6247729725";"-42,1006017923"
"2295466";"33";"330015";"P S ANTONIO FERREIRA DA LUZ JUNIOR";"BARRA DE SANTA LUZIA";"ZONA RURAL";"-21.6712479731";"-42,1119904518"
"2295474";"33";"330385";"ESTRATEGIA DE SAUDE DA FAMILIA GRANJA";"RUA PACHECO";"GRANJA CALIFORNIA";"-22.33185";"-43,41813"
"2295520";"33";"330385";"ESTRATEGIA DE SAUDE DA FAMILIA BELA VISTA";"EST BATATAL";"BELA VISTA";"-22.405445";"-43,447377"
"2295539";"33";"330385";"ESTRATEGIA DE SAUDE DA FAMILIA CENTRO I";"RUA CAP ZENOBIO";"CENTRO";"-22.4251517699";"-43,421831131"
"2295571";"33";"330400";"UNIDADE SAUDE FAMILIA MARIA DA GL L P PTE DAS LARANJEIRAS";"RUA BEIRA LAGO";"P DAS LARANJEIRAS";"-22.6040669366";"-43,8698244095"
"2295636";"33";"330360";"CENTRO MUNICIPAL DE SAUDE COLETIVA BOM JARDIM";"ESTRADA MAURICIO S GUIMARAES";"BOM JARDIM";"-22.63396";"-43,70012"
"2295644";"33";"330360";"MSC LAGES I";"RUA PREFEITO HELIO FERREIRA DA SILVA";"LAGES";"-22.6216838";"-43,7036093"
"2295660";"33";"330093";"UNIDADE BASICA DE SAUDE SAPECADO";"RUA JOAO PEDRO SOBRINHO";"SAPECADO";"-22.1812057862";"-41,6647481918"
"2295814";"33";"330170";"UNIDADE BASICA DE SAUDE ENIR ANGELA BICIATI MOREIRA";"RUA ANTONIO GUEDES";"SANTO ANTONIO SERRA";"-22.6042452207";"-43,2751893997"
"2295865";"33";"330170";"UNIDADE DE SAUDE DA FAMILIA IMBARIE";"RUA VENCESLAU BRAS";"IMBARIE";"-22.6473633741";"-43,2148504257"
"2295954";"33";"330410";"MODULO PSF CRISTO REI";"RUA DEPUTADO CARLOS PINTO FILHO";"CRISTO REI";"-20.9623413049";"-42,0446562767"
"2295962";"33";"330452";"UNIDADE SAUDE DA FAMILIA OPERARIO";"RUA CANTAGALO";"OPERARIO";"-22.5077326";"-41,9302523"
"2295989";"33";"330500";"ESF ATAFONA";"AV NOSSA SRA DA PENHA";"ATAFONA";"-21.622524";"-41,016647"
"2296004";"33";"330500";"UBS QUIXABA";"RUA PRINCIPAL";"QUIXABA";"-21.640257";"-41,050428"
